issue,date,r1,r2,r3,r4,r5,b1,b2,sales,pool
21085,2021-07-26,1,12,15,26,35,10,11,270848072,775634441
21086,2021-07-28,2,3,7,16,17,6,10,272160233,822607828
21087,2021-07-31,10,14,15,25,28,3,10,290446990,797251485
21088,2021-08-02,2,14,31,34,35,1,7,264720425,822562305
21089,2021-08-04,1,17,24,28,35,10,12,269906690,851200235
21090,2021-08-07,6,7,19,26,32,6,12,289448960,880472278
21091,2021-08-09,1,4,10,21,29,3,5,272675404,877764456
21092,2021-08-11,12,14,27,28,34,3,7,281386147,907549564
21093,2021-08-14,20,25,27,28,31,8,11,302609762,948527900
21094,2021-08-16,5,6,24,27,33,5,12,275141551,931384310
21095,2021-08-18,10,15,19,20,30,11,12,279549610,962561876
21096,2021-08-21,7,8,10,20,21,1,5,297348639,927073812
21097,2021-08-23,11,26,30,31,33,3,10,272897259,975519760
21098,2021-08-25,2,7,21,27,33,7,9,276951852,1007650453
21099,2021-08-28,15,19,27,28,30,3,4,303058009,1062893865
21100,2021-08-30,7,11,23,26,28,2,7,280471793,1059494718
21101,2021-09-01,13,18,19,27,32,6,11,281242026,1043300674
21102,2021-09-04,2,8,11,16,23,2,7,305869819,982320279
21103,2021-09-06,4,10,23,30,31,5,11,282429778,1037062397
21104,2021-09-08,23,25,26,30,33,3,11,286479253,1086226837
21105,2021-09-11,7,10,11,17,18,4,9,304015740,1087468357
21106,2021-09-13,2,13,14,32,34,2,12,276794901,1149093888
21107,2021-09-15,3,5,13,20,25,7,11,281751709,1105541509
21108,2021-09-18,5,19,22,26,35,2,6,303354020,1069829501
21109,2021-09-20,3,4,7,27,31,6,9,265547489,1073585145
21110,2021-09-22,11,14,29,31,32,11,12,276544919,1046721834
21111,2021-09-25,7,8,15,19,28,8,9,305345840,995038783
21112,2021-09-27,18,21,22,23,35,11,12,283298709,1058537381
21113,2021-09-29,17,18,25,27,28,4,8,283440028,1035393331
21114,2021-10-06,8,9,13,29,30,1,11,283727610,1081182210
21115,2021-10-09,8,13,19,20,29,6,10,299770302,1111593016
21116,2021-10-11,4,25,28,29,35,3,11,279695241,1151852870
21117,2021-10-13,11,18,21,22,33,5,6,279505700,1124390425
21118,2021-10-16,14,17,18,28,34,2,3,302397723,1146057646
21119,2021-10-18,1,2,9,16,30,9,10,290165267,1157376912
21120,2021-10-20,5,10,21,25,31,5,11,285711031,1120909519
21121,2021-10-23,2,15,19,29,30,2,9,313275937,1146249376
21122,2021-10-25,14,15,26,27,29,4,5,294005109,1186675748
21123,2021-10-27,8,23,26,27,33,8,9,296213304,1210823710
21124,2021-10-30,10,17,22,25,35,7,9,314165395,1239396849
21125,2021-11-01,17,19,21,27,31,4,9,285946298,1288689190
21126,2021-11-03,1,11,12,34,35,9,12,289363128,1337033732
21127,2021-11-06,1,2,15,17,26,2,11,305525077,1374522134
21128,2021-11-08,14,17,18,23,27,5,8,282038607,1337287551
21129,2021-11-10,2,16,17,18,34,4,10,294268030,1403814395
21130,2021-11-13,2,3,14,27,28,5,10,317382301,1329267789
21131,2021-11-15,6,8,16,34,35,5,6,296451386,1360443412
21132,2021-11-17,4,21,28,29,33,3,11,297729643,1318930416
21133,2021-11-20,8,9,17,26,28,6,8,327493668,1243590907
21134,2021-11-22,2,6,14,19,28,1,6,308110428,1248689539
21135,2021-11-24,4,7,17,29,31,5,6,314847908,1262006661
21136,2021-11-27,8,12,19,27,33,2,5,327765275,1292130529
21137,2021-11-29,2,7,13,14,19,4,5,302260255,1263704189
21138,2021-12-01,9,11,12,15,31,5,11,303548798,1273167983
21139,2021-12-04,5,13,18,23,34,8,9,328551201,1083766581
21140,2021-12-06,5,24,26,33,35,9,12,305536538,1116819863
21141,2021-12-08,2,8,16,29,34,5,12,303700722,1157697511
21142,2021-12-11,11,13,17,19,25,2,9,321224093,1152884153
21143,2021-12-13,9,17,19,29,34,4,11,295955136,1104620668
21144,2021-12-15,3,20,25,30,34,2,9,307637069,1153487670
21145,2021-12-18,3,8,25,29,30,1,6,320066364,1160533246
21146,2021-12-20,3,5,8,18,20,9,11,293542849,1139389367
21147,2021-12-22,1,2,8,12,26,1,7,294787629,1156628877
21148,2021-12-25,1,4,12,16,29,4,8,309690271,1140109035
21149,2021-12-27,20,26,28,30,35,10,11,288342246,1187821356
21150,2021-12-29,4,10,11,23,26,7,10,297315273,1187065938
22001,2022-01-01,8,11,19,22,29,3,11,323959870,1129936273
22002,2022-01-03,4,6,7,9,24,4,12,293300380,1108263191
22003,2022-01-05,2,18,24,25,34,8,12,293411992,1117630716
22004,2022-01-08,7,20,27,30,33,3,4,318985651,1161605667
22005,2022-01-10,2,13,17,19,34,5,9,290292047,1082745176
22006,2022-01-12,1,5,7,17,20,5,12,292369845,1126455275
22007,2022-01-15,5,22,23,25,35,3,11,314958868,1166246610
22008,2022-01-17,1,2,13,18,34,6,7,288005510,1212783541
22009,2022-01-19,13,14,18,31,33,7,10,295315583,1189540601
22010,2022-01-22,4,19,25,31,35,2,11,305997751,1227756664
22011,2022-01-24,3,5,17,24,32,5,12,288813273,1215311647
22012,2022-01-26,3,5,10,33,34,7,10,327170573,1225396765
22013,2022-02-09,4,9,16,25,32,5,6,328606125,1165497779
22014,2022-02-12,1,4,10,18,32,1,9,297471147,1196232917
22015,2022-02-14,1,2,8,12,30,5,12,274855255,1101484790
22016,2022-02-16,1,7,17,26,32,1,9,285216427,1140211945
22017,2022-02-19,10,14,18,23,25,7,11,295313318,1134950928
22018,2022-02-21,16,21,29,31,34,6,9,272144024,1095457117
22019,2022-02-23,1,4,7,17,21,1,2,287443310,1075854771
22020,2022-02-26,16,17,30,31,35,8,9,302088019,1103146928
22021,2022-02-28,11,15,16,18,35,6,9,281794671,1125876146
22022,2022-03-02,1,5,14,17,28,6,7,290445482,1125444965
22023,2022-03-05,4,5,18,20,25,11,12,308200898,1092622293
22024,2022-03-07,1,2,11,30,35,1,12,282564402,1140166346
22025,2022-03-09,4,7,22,24,29,1,7,287810009,1186204971
22026,2022-03-12,11,14,22,23,27,8,10,302400234,1190311490
22027,2022-03-14,3,6,11,31,32,5,12,272660463,1172229997
22028,2022-03-16,4,9,16,17,35,1,7,271216347,1160852484
22029,2022-03-19,7,8,10,14,17,10,12,287037282,1179206274
22030,2022-03-21,12,14,15,21,30,1,9,264133524,1205677593
22031,2022-03-23,7,14,16,20,28,4,8,275183386,1208966802
22032,2022-03-26,5,9,18,31,32,1,5,293074610,1270429257
22033,2022-03-28,8,15,16,19,33,3,4,271656444,1255163230
22034,2022-03-30,2,10,24,27,28,6,7,276331348,1248571195
22035,2022-04-02,9,11,13,23,31,5,8,278506614,1262351648
22036,2022-04-04,18,19,21,26,34,6,7,248062195,1288426892
22037,2022-04-06,1,9,17,20,28,6,10,255392443,1326357582
22038,2022-04-09,7,9,11,12,26,9,12,277396313,1218640918
22039,2022-04-11,1,8,11,22,31,5,11,256237338,1238597563
22040,2022-04-13,10,19,25,29,33,8,12,326654540,1179022270
22041,2022-04-16,5,15,25,26,33,6,11,353526676,1182772176
22042,2022-04-18,8,10,11,29,32,2,6,323544249,1179249861
22043,2022-04-20,2,16,17,24,30,9,12,322417914,1106933108
22044,2022-04-23,1,2,16,17,20,3,7,351891169,1132266362
22045,2022-04-25,2,3,7,12,20,1,5,322807049,1184751389
22046,2022-04-27,6,7,12,22,27,3,5,319329723,1151734276
22047,2022-04-30,7,10,11,12,33,3,11,333697226,1179450986
22048,2022-05-02,16,22,28,29,32,8,9,291309246,1221336676
22049,2022-05-04,6,10,20,28,35,1,10,301545430,1238138014
22050,2022-05-07,2,10,21,24,30,8,10,348959440,1265185550
22051,2022-05-09,1,16,17,19,33,5,6,304581312,1225933267
22052,2022-05-11,1,13,18,29,35,4,9,310675547,1198829807
22053,2022-05-14,9,17,19,20,25,1,9,344052818,1081408713
22054,2022-05-16,5,16,21,23,34,7,10,319626218,958213630
22055,2022-05-18,1,2,12,15,23,4,6,327354148,971105599
22056,2022-05-21,2,11,15,17,31,7,9,357963502,1056706742
22057,2022-05-23,6,12,18,21,35,7,10,321743486,1050548455
22058,2022-05-25,3,4,24,26,35,7,8,315162700,1014062807
22059,2022-05-28,4,15,18,32,34,4,9,360168383,1042057373
22060,2022-05-30,2,6,10,11,20,3,9,299617214,1073598423
22061,2022-06-01,6,9,19,22,30,1,6,291593427,1050658907
22062,2022-06-04,5,9,11,12,31,7,11,317092728,1055150108
22063,2022-06-06,2,3,22,26,31,6,10,298558863,1094156708
22064,2022-06-08,2,19,22,25,35,5,7,302545998,1156831125
22065,2022-06-11,5,10,13,22,28,1,4,322990947,1205499301
22066,2022-06-13,2,24,25,26,34,3,12,300292058,1257070427
22067,2022-06-15,4,14,15,32,33,10,11,295204928,1213949799
22068,2022-06-18,3,6,10,15,23,3,8,322509914,1230825950
22069,2022-06-20,2,3,23,28,35,2,9,293067958,1252345739
22070,2022-06-22,1,7,17,23,35,7,11,288052831,1240666271
22071,2022-06-25,9,15,19,25,29,8,9,306432833,722042899
22072,2022-06-27,1,12,13,15,30,3,7,285522661,754035319
22073,2022-06-29,11,18,21,25,32,2,4,287420936,795817235
22074,2022-07-02,2,6,21,25,28,2,6,305228062,812683583
22075,2022-07-04,4,12,13,17,18,7,9,280513406,831794198
22076,2022-07-06,5,17,30,34,35,2,9,279968673,853413999
22077,2022-07-09,5,10,11,16,19,1,10,303064936,822341601
22078,2022-07-11,2,3,18,20,27,1,2,277517440,857454986
22079,2022-07-13,7,10,19,26,32,8,12,274537529,814806480
22080,2022-07-16,10,17,30,31,34,3,6,297387957,854183132
22081,2022-07-18,5,10,19,31,32,9,10,275005199,656541910
22082,2022-07-20,4,26,27,30,33,2,9,273662938,683037489
22083,2022-07-23,2,9,17,26,32,4,6,294221785,694213668
22084,2022-07-25,3,11,19,25,27,4,12,273954096,725347023
22085,2022-07-27,11,16,31,33,35,6,8,272086031,779393038
22086,2022-07-30,4,10,21,28,31,8,11,297073867,794672441
22087,2022-08-01,4,6,10,24,28,6,12,274453796,840840032
22088,2022-08-03,1,8,10,20,35,6,11,265773772,812522097
22089,2022-08-06,1,20,21,31,33,3,11,283719023,884490881
22090,2022-08-08,1,20,24,25,31,9,12,267762065,912078544
22091,2022-08-10,2,11,20,22,34,4,12,264872501,892175409
22092,2022-08-13,1,4,12,23,29,5,12,284162500,924505092
22093,2022-08-15,7,11,14,21,29,7,10,263859632,835132342
22094,2022-08-17,3,4,7,12,19,2,5,263091435,765240459
22095,2022-08-20,5,8,22,25,35,2,7,285755605,779067575
22096,2022-08-22,16,19,24,27,33,1,6,265333149,818056288
22097,2022-08-24,5,13,22,28,29,5,11,265903896,812318846
22098,2022-08-27,1,3,6,11,13,3,11,290597334,808652607
22099,2022-08-29,7,18,25,27,33,4,5,262403522,828721804
22100,2022-08-31,10,19,20,23,31,3,7,263081270,778544296
22101,2022-09-03,2,4,6,7,8,3,6,285323196,795328776
22102,2022-09-05,1,5,14,20,30,2,4,254102938,802491818
22103,2022-09-07,8,12,16,21,32,1,12,257860867,828275400
22104,2022-09-10,3,5,13,19,25,2,5,278107743,815868127
22105,2022-09-12,1,8,9,21,22,1,4,261227681,797227538
22106,2022-09-14,16,17,21,28,32,4,7,263686397,817054417
22107,2022-09-17,7,9,19,28,29,8,10,289183885,771831893
22108,2022-09-19,4,7,13,26,28,7,11,270398530,796949042
22109,2022-09-21,5,9,24,29,35,5,12,274478389,726986669
22110,2022-09-24,2,13,16,18,23,3,6,293502614,741140376
22111,2022-09-26,6,12,16,19,31,6,10,275608888,770835539
22112,2022-09-28,4,11,18,20,26,6,12,277451326,782148237
22113,2022-10-05,13,15,22,31,33,5,12,276092506,816761134
22114,2022-10-08,11,21,24,27,28,5,10,279880005,850606831
22115,2022-10-10,17,19,20,23,27,3,8,264625441,876900513
22116,2022-10-12,1,7,20,22,31,7,12,268635897,903895960
22117,2022-10-15,9,12,15,21,32,2,7,288760077,943874219
22118,2022-10-17,2,5,15,17,26,2,8,266205201,980149420
22119,2022-10-19,1,9,16,25,29,4,9,265928079,935330701
22120,2022-10-22,11,22,26,30,33,3,5,297092815,785438059
22121,2022-10-24,4,15,16,20,21,4,5,273260256,808811732
22122,2022-10-26,4,15,17,19,25,6,12,274529792,833361576
22123,2022-10-29,2,20,28,29,30,7,10,305820352,807264782
22124,2022-10-31,2,4,11,25,30,6,12,280957519,829363342
22125,2022-11-02,3,7,14,16,19,1,11,281402027,847578280
22126,2022-11-05,4,5,8,22,35,1,3,302545991,858035622
22127,2022-11-07,2,3,8,9,20,4,10,281679123,898918318
22128,2022-11-09,10,19,21,23,35,4,10,287676329,971487159
22129,2022-11-12,10,17,23,34,35,1,4,296103979,1037498580
22130,2022-11-14,5,7,15,18,23,5,10,276026401,1072190624
22131,2022-11-16,2,6,8,10,17,5,6,280955531,1023428077
22132,2022-11-19,2,27,30,34,35,9,12,303478141,1087727608
22133,2022-11-21,1,2,14,30,31,6,9,268194352,1126501375
22134,2022-11-23,3,16,23,27,32,3,6,260504803,1082667691
22135,2022-11-26,9,10,27,31,32,1,3,276637790,1072783225
22136,2022-11-28,1,11,15,17,33,3,11,243043220,1089020630
22137,2022-11-30,5,6,8,15,20,7,8,236652115,1041138783
22138,2022-12-03,5,13,16,27,33,7,12,263569680,983440468
22139,2022-12-05,1,13,14,22,35,2,5,249420144,1016097851
22140,2022-12-07,5,15,25,26,29,4,12,263913540,984601778
22141,2022-12-10,5,6,14,24,25,2,4,280927317,1047136066
22142,2022-12-12,7,12,14,29,35,1,11,261964327,1078507658
22143,2022-12-14,10,13,14,27,33,7,8,250946991,1091325801
22144,2022-12-17,3,4,8,15,21,4,7,254622809,1077698267
22145,2022-12-19,10,20,29,30,35,6,9,235282028,1054075163
22146,2022-12-21,1,21,23,28,35,7,9,226981538,1091896946
22147,2022-12-24,4,12,22,28,30,9,11,242212561,1126392172
22148,2022-12-26,4,5,6,26,27,7,12,222561477,1098940648
22149,2022-12-28,15,19,22,26,28,2,7,227015437,1073084050
22150,2022-12-31,6,7,26,29,30,3,12,267131944,1071397016
23001,2023-01-02,18,19,24,27,34,11,12,244595607,1124542797
23002,2023-01-04,11,14,21,26,27,2,7,255061637,1153840957
23003,2023-01-07,5,6,14,21,22,2,9,281549083,1140824558
23004,2023-01-09,4,13,15,20,22,4,8,258433073,1157028436
23005,2023-01-11,1,3,10,20,29,6,11,271728892,1150759496
23006,2023-01-14,2,4,12,27,35,6,7,286730809,1166367355
23007,2023-01-16,2,3,24,30,32,1,6,270298202,1214621617
23008,2023-01-18,4,9,17,22,25,1,5,322639161,1153640353
23009,2023-01-30,1,5,11,15,33,1,10,288306205,1167513305
23010,2023-02-01,5,6,13,23,26,1,6,272385898,1144740863
23011,2023-02-04,2,7,8,17,25,1,3,297936990,1156695739
23012,2023-02-06,7,16,17,18,28,2,3,274786290,1048716294
23013,2023-02-08,1,2,9,23,25,2,6,290272193,1040036602
23014,2023-02-11,3,8,18,22,24,1,9,308698349,1037380726
23015,2023-02-13,8,16,24,25,34,8,12,286304176,1006012729
23016,2023-02-15,2,4,12,31,32,7,11,294344609,929208065
23017,2023-02-18,2,5,9,22,27,10,11,325814136,709369027
23018,2023-02-20,4,8,17,26,30,3,11,297501654,732297154
23019,2023-02-22,5,8,9,11,15,6,8,298433689,706197257
23020,2023-02-25,5,6,23,25,28,6,9,323977748,648355013
23021,2023-02-27,2,9,18,23,27,3,5,304448024,648618913
23022,2023-03-01,7,11,15,26,28,8,10,304855393,656985939
23023,2023-03-04,9,21,23,25,33,3,10,327693006,641960896
23024,2023-03-06,11,15,24,27,30,1,10,299898051,662152862
23025,2023-03-08,3,9,27,30,31,11,12,298831206,667313213
23026,2023-03-11,2,13,24,27,30,1,6,316826904,733932865
23027,2023-03-13,9,10,12,15,23,3,6,288212889,734749841
23028,2023-03-15,1,3,29,30,34,4,12,293553586,807820511
23029,2023-03-18,7,25,27,34,35,9,11,309186270,873738106
23030,2023-03-20,6,11,12,20,35,5,12,291586529,880358984
23031,2023-03-22,5,7,8,16,25,3,11,287302404,861440447
23032,2023-03-25,5,6,18,28,30,2,7,308131139,771590190
23033,2023-03-27,4,6,10,11,25,7,9,289373837,787964750
23034,2023-03-29,7,9,10,15,24,4,12,287732716,803285353
23035,2023-04-01,7,14,23,25,29,2,11,310558399,790017645
23036,2023-04-03,1,13,22,26,31,2,10,285032829,752208151
23037,2023-04-05,6,8,16,20,24,7,8,284657775,768030436
23038,2023-04-08,4,10,18,27,32,10,12,311720942,806289674
23039,2023-04-10,2,24,26,30,34,6,7,368190696,869785637
23040,2023-04-12,4,5,18,22,30,5,12,369110639,827601740
23041,2023-04-15,5,8,13,26,35,5,9,389220667,794168912
23042,2023-04-17,2,16,21,23,27,1,8,362398489,828299304
23043,2023-04-19,2,4,17,20,27,1,8,356711435,853496452
23044,2023-04-22,2,6,7,8,15,7,10,378830462,868495061
23045,2023-04-24,7,10,13,28,31,4,5,346712734,855642317
23046,2023-04-26,13,21,25,28,32,2,10,352135852,948200742
23047,2023-04-29,10,12,13,24,25,11,12,362544707,952628083
23048,2023-05-01,7,13,16,25,32,9,11,313990124,994472934
23049,2023-05-03,3,17,22,26,28,7,12,331270234,997411126
23050,2023-05-06,8,9,14,25,29,4,6,375710449,1005750816
23051,2023-05-08,3,11,19,29,33,3,12,349432627,859364126
23052,2023-05-10,2,8,11,30,33,5,8,355627104,854240159
23053,2023-05-13,1,3,11,14,20,2,11,372295609,892267764
23054,2023-05-15,19,25,30,31,34,7,9,350143702,874577474
23055,2023-05-17,6,8,12,13,15,1,6,350342112,856791469
23056,2023-05-20,13,22,24,33,34,1,2,398657811,920035696
23057,2023-05-22,1,5,6,19,24,5,11,344889264,903873950
23058,2023-05-24,19,22,29,32,35,5,8,363828515,872966225
23059,2023-05-27,9,13,23,25,28,4,7,358763124,812443525
23060,2023-05-29,2,7,19,24,30,9,12,310894364,688684878
23061,2023-05-31,7,11,21,30,32,5,7,309303838,750108293
23062,2023-06-03,6,8,22,24,30,1,8,326064748,758202286
23063,2023-06-05,4,18,29,31,34,6,9,302254758,758945368
23064,2023-06-07,2,6,9,31,32,3,7,306244331,747516040
23065,2023-06-10,8,14,16,21,25,3,12,326869150,807401652
23066,2023-06-12,6,11,13,30,32,1,3,311912224,846071268
23067,2023-06-14,2,28,30,33,35,2,10,306580086,877298737
23068,2023-06-17,21,22,24,27,31,7,8,323126932,874858099
23069,2023-06-19,8,20,21,25,32,5,7,295437282,908523228
23070,2023-06-21,10,26,29,32,33,3,11,299252381,896500868
23071,2023-06-24,2,11,12,32,34,10,12,317016133,901185515
23072,2023-06-26,5,6,9,11,14,2,4,303438691,932426488
23073,2023-06-28,15,25,28,30,35,8,10,300986764,940619193
23074,2023-07-01,3,13,22,29,34,2,9,317553672,959326220
23075,2023-07-03,7,17,20,23,32,5,11,291887672,917148171
23076,2023-07-05,8,9,11,26,34,2,7,299341312,948501277
23077,2023-07-08,5,16,18,26,35,3,6,310865876,880499424
23078,2023-07-10,2,3,6,26,27,7,8,290049087,846788540
23079,2023-07-12,6,8,26,29,34,5,8,297882990,860725831
23080,2023-07-15,1,2,9,16,30,1,11,319156762,899395410
23081,2023-07-17,5,6,23,28,35,7,10,293496142,841378608
23082,2023-07-19,2,8,9,15,20,3,9,299141777,827085116
23083,2023-07-22,13,15,21,25,32,9,10,317082009,790074141
23084,2023-07-24,3,5,8,24,32,7,8,290429825,809598279
23085,2023-07-26,11,12,26,31,35,5,7,293963316,862163415
23086,2023-07-29,3,11,15,20,35,7,11,311653031,864979868
23087,2023-07-31,3,4,16,19,24,4,5,286062808,895827940
23088,2023-08-02,8,14,16,22,24,9,12,287409545,871592817
23089,2023-08-05,3,12,20,26,35,2,12,306682199,904845174
23090,2023-08-07,8,11,12,19,35,11,12,280933706,762647025
23091,2023-08-09,6,16,18,28,29,7,11,289311919,755893826
23092,2023-08-12,3,16,21,26,32,3,12,306558540,795974256
23093,2023-08-14,11,14,17,19,21,1,5,286169239,816338505
23094,2023-08-16,12,19,22,28,32,8,12,285551526,867355969
23095,2023-08-19,8,19,28,32,34,3,7,307851614,915556976
23096,2023-08-21,6,7,14,21,31,3,10,282075812,966376074
23097,2023-08-23,6,7,18,20,22,3,9,283734165,958839854
23098,2023-08-26,2,7,15,30,34,5,9,304752327,933433567
23099,2023-08-28,9,11,13,22,23,6,7,282172880,830398089
23100,2023-08-30,4,6,13,19,35,9,11,286977321,888328938
23101,2023-09-02,6,14,16,17,28,7,10,315967170,893838614
23102,2023-09-04,2,4,7,16,33,7,11,295396987,943721192
23103,2023-09-06,8,11,19,31,32,8,11,294563981,920553793
23104,2023-09-09,6,15,16,32,33,8,10,315933686,772096222
23105,2023-09-11,7,8,19,20,25,2,11,294104641,594852807
23106,2023-09-13,16,24,26,28,31,1,6,300068817,663727794
23107,2023-09-16,1,12,15,16,18,3,10,324896606,728703279
23108,2023-09-18,5,6,17,30,32,2,8,301547351,734949392
23109,2023-09-20,1,12,21,22,31,2,9,300583964,769146801
23110,2023-09-23,4,9,11,13,17,7,8,316886671,799033238
23111,2023-09-25,3,12,15,28,35,2,12,294847714,826081056
23112,2023-09-27,1,11,17,22,27,2,9,294348984,843710765
23113,2023-09-30,6,8,30,32,33,3,10,299774264,824494856
23114,2023-10-07,2,25,27,30,35,1,10,324479019,877911008
23115,2023-10-09,7,10,23,31,34,2,10,292932368,840443521
23116,2023-10-11,1,3,9,18,29,4,9,300369085,814561510
23117,2023-10-14,5,7,15,18,20,3,4,323243808,833842004
23118,2023-10-16,6,7,13,25,33,5,8,298333764,800852861
23119,2023-10-18,4,8,10,14,21,4,10,302972888,812121301
23120,2023-10-21,2,8,16,31,34,1,10,318242674,864940795
23121,2023-10-23,5,11,15,23,33,1,9,305281727,828549499
23122,2023-10-25,1,7,9,25,29,10,12,302656130,852345166
23123,2023-10-28,2,14,16,28,30,2,7,325381412,865257536
23124,2023-10-30,6,18,23,27,32,6,10,308575993,891019556
23125,2023-11-01,7,25,26,29,32,2,8,317245687,942573827
23126,2023-11-04,7,12,17,26,34,2,6,333657269,901877084
23127,2023-11-06,4,7,8,18,19,2,6,301104265,926105316
23128,2023-11-08,1,5,7,12,13,2,6,304299864,951297118
23129,2023-11-11,9,23,25,27,33,6,12,330972531,996449656
23130,2023-11-13,13,20,27,29,30,1,7,307985223,1023653096
23131,2023-11-15,3,7,21,22,24,6,7,311865692,1049374831
23132,2023-11-18,3,4,12,15,23,2,6,335031221,1084953129
23133,2023-11-20,10,18,25,28,33,5,11,316833724,1062683066
23134,2023-11-22,10,15,22,27,33,1,12,326277594,1094743541
23135,2023-11-25,5,18,22,28,29,9,12,342060398,1004596055
23136,2023-11-27,13,23,27,30,34,6,9,324906521,1020724605
23137,2023-11-29,4,19,21,30,31,6,12,314969674,1023516741
23138,2023-12-02,7,12,20,28,31,9,10,330230586,1063005170
23139,2023-12-04,15,16,25,31,34,5,9,306026254,1053823169
23140,2023-12-06,1,2,9,19,30,1,2,311212097,1043730972
23141,2023-12-09,4,22,25,30,31,4,5,326977354,1062646770
23142,2023-12-11,4,13,15,17,32,10,12,294429085,1083472753
23143,2023-12-13,9,20,23,29,33,2,10,290282263,1127826662
23144,2023-12-16,5,14,18,25,35,1,10,305447538,1134916198
23145,2023-12-18,6,10,12,32,33,6,7,281788090,1141903902
23146,2023-12-20,14,18,19,26,31,2,7,283511398,1149841281
23147,2023-12-23,6,7,19,33,34,3,8,300086203,1139271875
23148,2023-12-25,11,12,20,21,27,2,12,288709459,1124396080
23149,2023-12-27,1,16,17,21,29,1,6,287474518,1103823973
23150,2023-12-30,5,6,17,18,33,11,12,314687875,1123526131
24001,2024-01-01,3,9,17,26,35,2,7,288568779,1097128761
24002,2024-01-03,1,6,8,27,32,3,4,287934747,1075477263
24003,2024-01-06,7,9,12,23,29,1,2,316688194,1033378431
24004,2024-01-08,2,6,18,19,27,8,9,293740320,966373900
24005,2024-01-10,3,5,7,9,12,5,8,296118578,891647288
24006,2024-01-13,8,13,16,17,33,2,10,317993801,881907619
24007,2024-01-15,4,5,28,34,35,4,11,295347811,831890343
24008,2024-01-17,4,6,11,20,30,3,5,290297440,813246230
24009,2024-01-20,15,18,19,24,26,5,9,310609197,855885855
24010,2024-01-22,2,8,10,15,27,2,8,277288880,823023678
24011,2024-01-24,1,3,27,32,34,1,7,278088460,826914379
24012,2024-01-27,21,22,25,26,34,1,9,302400695,906728562
24013,2024-01-29,5,22,25,28,30,3,12,273865726,867748199
24014,2024-01-31,4,5,16,21,31,9,11,277054139,899112802
24015,2024-02-03,8,11,14,24,31,5,6,293435107,832704686
24016,2024-02-05,15,18,25,27,29,6,11,291609488,836640938
24017,2024-02-07,3,7,25,27,35,1,4,347010224,914830111
24018,2024-02-19,4,12,19,25,27,1,9,298212980,900623260
24019,2024-02-21,19,20,26,29,30,3,4,269021669,871199741
24020,2024-02-24,2,4,8,19,26,2,6,294279472,878719861
24021,2024-02-26,1,12,16,20,28,7,9,282070714,717631060
24022,2024-02-28,7,9,11,31,32,4,8,285993558,722283851
24023,2024-03-02,8,10,12,14,22,5,9,310377214,732529068
24024,2024-03-04,3,5,12,17,26,1,12,288745840,755385807
24025,2024-03-06,1,2,8,18,27,4,8,287737493,803788991
24026,2024-03-09,1,18,21,26,33,2,12,309482982,855790631
24027,2024-03-11,8,9,16,22,23,7,9,294174414,797510013
24028,2024-03-13,13,18,20,26,28,4,8,290304264,793751297
24029,2024-03-16,4,19,24,28,34,4,5,321907209,815798946
24030,2024-03-18,8,9,11,19,30,6,12,368415603,802701826
24031,2024-03-20,9,12,15,30,34,5,6,372883742,863917071
24032,2024-03-23,5,15,26,33,35,1,9,390395258,891308931
24033,2024-03-25,4,8,10,11,15,7,9,356750334,921716263
24034,2024-03-27,23,26,27,29,33,5,8,359904179,912961631
24035,2024-03-30,5,13,17,29,33,5,12,382184067,926324125
24036,2024-04-01,2,5,11,32,34,6,10,353073460,918965535
24037,2024-04-03,17,19,20,29,35,7,11,343086982,927354951
24038,2024-04-06,15,22,24,25,29,1,5,364876225,911253520
24039,2024-04-08,3,10,11,20,22,6,10,349193612,931378507
24040,2024-04-10,5,12,16,29,30,3,6,350033896,907166367
24041,2024-04-13,6,8,14,16,28,3,5,370223535,876124219
24042,2024-04-15,1,8,15,23,35,5,12,347841577,922909347
24043,2024-04-17,3,4,8,14,27,5,7,337646989,913546496
24044,2024-04-20,3,13,15,17,22,6,10,363290238,899843309
24045,2024-04-22,9,10,14,31,32,3,8,340035744,849701017
24046,2024-04-24,6,12,17,29,30,7,11,339369342,719960457
24047,2024-04-27,11,19,21,26,35,10,11,359497689,778752831
24048,2024-04-29,12,18,21,26,28,8,9,334634953,778092485
24049,2024-05-01,4,6,9,10,22,1,8,314130981,797733183
24050,2024-05-04,3,4,14,18,26,7,9,317239170,815223578
24051,2024-05-06,5,21,22,23,29,1,2,315085775,873151022
24052,2024-05-08,2,3,13,22,34,4,8,310107521,889972405
24053,2024-05-11,1,7,19,20,35,3,9,336156975,830363706
24054,2024-05-13,5,6,9,11,22,1,3,320575371,832891427
24055,2024-05-15,7,17,22,30,34,5,7,317431264,863670781
24056,2024-05-18,16,17,18,27,35,6,12,336018142,843912893
24057,2024-05-20,9,25,30,33,34,3,9,318410232,800308582
24058,2024-05-22,6,10,13,20,32,1,2,309602010,870850889
24059,2024-05-25,17,18,20,25,31,3,12,324880212,931975708
24060,2024-05-27,3,21,25,28,30,1,12,296628686,972277349
24061,2024-05-29,1,12,19,31,33,5,8,299445616,1010655904
24062,2024-06-01,5,14,15,16,33,3,5,315884493,1026874292
24063,2024-06-03,7,12,16,33,34,1,3,292831289,973735264
24064,2024-06-05,5,12,21,32,33,8,9,288277616,962849744
